intent,text
fasilitas,Saya ingin tahu apa saja fasilitas di perpustakaan. cuy
fasilitas,fasilitinya apa aja bang? deh
fasilitas,Mesin fotokopi di perpus bisa dipake sendiri ga? ya
fasilitas,Mau nitip tas dimana di ya perpus?
fasilitas,boleh bawa jaket ga? ya
fasilitas,Internet gratis kan? lah
fasilitas,Nyari quiet buat fokus belajar dimana ya?
fasilitas,Perpus BIPA ada kursi yang empuk nih. Pegel duduk lama gak?
fasilitas,Bisa WiFi menggunakan di perpustakaan?
fasilitas,"permisi slmt siang, w baru, tolong jelaskan semua sarana di perpustakaan ini, terima kasih"
fasilitas,Ada room quiet zone untuk belajar?
fasilitas,Bisa menitipkan barang di perpustakaan? lah
fasilitas,Ada sih locker di perpus laptop? nyimpen buat
fasilitas,Tunjukin ruang multimedia di perpus
fasilitas,Room baca free kah?
fasilitas,Cari artikel ilmiah di sini bisa?
fasilitas,Ruang diskusi di perpus booking harus dulu ya?
fasilitas,Fitur apa saja di perpustakaan ini?
fasilitas,"Bro, ada perpus mini theater gak sih?"
fasilitas,Locker tas tersedia di perpustakaan? ya
fasilitas,p ada hotspot gx?
fasilitas,Ada fasilitas internet di perpustakaan?
fasilitas,"Gw butuh banget ga? sunyi, perpus ada tempat"
fasilitas,jurnal di sini bisa?
fasilitas,Ada ruang perpustakaan? belajar kelompok di untuk
fasilitas,ada apa aja disana? lah
fasilitas,Ada fasilitas internet untuk pengunjung? sih
fasilitas,"Ada bro, diskusi corner cozy di perpus?"
fasilitas,dapatkan semua sarana disini
fasilitas,Apakah ada akses perpustakaan? gratis di internet
fasilitas,Di perpus bisa gratis internetan gak?
fasilitas,Kalau mau cari ruang baca  ada? deh
fasilitas,Perpus menyediakan fotokopi koleksi?
fasilitas,Mau nitip tas dimana ya di perpus? deh
fasilitas,Perpus nyediain headset buat pinjam ga?
fasilitas,sebutkan semua fasil disini
fasilitas,Kalau mau cari space baca ada?
fasilitas,Buka dong info fasilitas perpus buat mahasiswa asing. sih
fasilitas,Dimana ana bisa fotokopi koleksi perpustakaan?
fasilitas,Apakah tersedia layanan penelusuran literatur? bro
fasilitas,Perpus ada standing desk gak? Capek duduk terus. cuy
fasilitas,berikan syaa daftar fasility
fasilitas,Bantuin atur jadwal pake ruang multimedia di perpus. sih
fasilitas,Ada room baca nyaman untuk mahasiswa?
fasilitas,Perpus ga printer punya sih?
fasilitas,perpustakaan stmik bina patria fiturnya aja min?
fasilitas,Layanan umum apa saja yang ada di perpustakaan? cuy
fasilitas,Ada fasl wifi di perpustakaan?
fasilitas,Inet tersedia di area perpustakaan?
fasilitas,ada standing desk gak? Capek duduk terus.
fasilitas,Libry punya area membaca nyaman?
fasilitas,Bisa menitipkan barang perpustakaan?
fasilitas,Cariin tempat nyaman perpus. ngerjain tugas di buat
fasilitas,minjem Bisa komputer di perpus ga?
fasilitas,Ada sih locker di perpus buat laptop? nyimpen
fasilitas,Boleh makan snack di perpus gak ya? lah
fasilitas,"Ada bro, diskusi corner yang cozy di perpus? bro"
fasilitas,Fasilitas apa ini? di perpustakaan saja
fasilitas,tentang mau tahu Saya ruang diskusi.
fasilitas,Saya ingin tahu apa saja sarana di perpustakaan.
fasilitas,Gw mau tahu tentang ruang diskusi.
fasilitas,Ada fasl pendukung di perpustakaan?
fasilitas,fasilitinya apa aja bang? cuy
fasilitas,Tunjukin ruang BIPA. di perpus multimedia
fasilitas,Bisa WiFi di perpustakaan?
fasilitas,Mau fotokopi koleksi. cuy
fasilitas,Perpus ada wifi ga sih? lah
fasilitas,Perpus ada pojok kopi gak? Pengen ngopi sambil reading nih.
fasilitas,ngapain gw ke apaan? ada perpus
fasilitas,sebutkan semua fasilitas disini deh
fasilitas,Mau fotokopi koleksi. sih
fasilitas,"cari mau Saya ruang baca, ada?"
fasilitas,Cari area khusus buat video call di perpus.
fasilitas,Bisa dijelasin fasilitas lengkap yang disediakan perpus? sih
fasilitas,Perpus ada toilet dimana sih? deh
fasilitas,Ada ruang unutk belajar kelompok di perpustakaan?
fasilitas,Mau fasilitas dong tau apa aja di perpus BIPA.
fasilitas,Cari jurnal di bisa?
fasilitas,Ada locker buat jaket? dong
fasilitas,"Gak nemu nih tempat di HP charging perpus BIPA, bantuin dong."
fasilitas,Perpustakaan ada internet gratis?
fasilitas,Kalau mau cari ruang baca  ada? bro
fasilitas,Cariin tempat nyaman buat ngerjain tugas di perpus. deh
fasilitas,Cariin tempat nyaman buat ngerjain di perpus.
fasilitas,Ada fasilitas internet untuk pengunjung? ya
fasilitas,Bisa minjem komputer di perpus ga? deh
fasilitas,Disediakan gak sih ruang khusus kelompok buat belajar?
fasilitas,nih tau ruang baca dimana Pengen di perpus.
fasilitas,Apakah ada ruang belajar kelompok? ya
fasilitas,jurnal ada layanan penelusuran Apakah ilmiah?
fasilitas,Tunjukin dimana ruang referensi di perpus. cuy
fasilitas,Perpus BIPA nyediain komputer buat ga?
fasilitas,Apakah ada space baca umum di perpustakaan?
fasilitas,Saya butuh tempat diskusi  ada? sih
fasilitas,apa aja di perpus bipa?
fasilitas,Pakai WiFi gimana? deh
fasilitas,Perpustakaan punya nyaman? membaca area
fasilitas,"Nyalain AC dong di space baca, gerah nih."
fasilitas,Mau nitip tas lokasi ya di perpus?
fasilitas,info baca dimana? ya
fasilitas,Ada quiet ruang zone untuk belajar?
fasilitas,Di BIPA boleh bawa minum ga?
fasilitas,"Bro, ada space buat diskusi kelompok di perpus? deh"
fasilitas,Perpus ada standing desk gak? Capek duduk terus. lah
fasilitas,Locker tas tersedia? sih
fasilitas,taruh jaket dmn? bro
fasilitas,Perpus BIPA ada ruang seminar ga ya? ya
fasilitas,"Bro, ada psace buat diskusi kelompok di perpus?"
fasilitas,fasilitas pendukung di perpustakaan?
fasilitas,Boleh makan snack di perpus gak ya? ya
fasilitas,Nyari quiet zone buat ya? belajar dimana fokus
fasilitas,Perpustakaan ada internet layanan gratis?
fasilitas,Ada locker buat jaket? lah
fasilitas,Bantuin atur jadwal pake tempat multimedia di perpus.
fasilitas,Caranya konek ke wifi perpus gmn nih?
fasilitas,Apakah ada locker tuk tas?
fasilitas,Ada fitur atau aja apa sarana di perpus ini?
fasilitas,Butuh bantu nyari skripsi.
fasilitas,Apakah ruang baca pribadi?
fasilitas,Apakah tersedia penelusuran literatur?
fasilitas,Tunjukin dimana tempat referensi di perpus.
fasilitas,Net tersedia di area perpustakaan?
fasilitas,Kalau mau ruang baca ada?
fasilitas,"baca, AC dong di ruang Nyalain gerah nih."
fasilitas,penyimpanan locker Ada barang pribadi?
fasilitas,Perpus ada akses wifi ga sih?
fasilitas,Sy mau tahu tentang ruang diskusi.
fasilitas,Apa saja fasilitas umum di perpustakaan ini? lah
fasilitas,berikan saya daftar fasility dong
fasilitas,Layanan umum ada saja yang apa di perpustakaan?
fasilitas,Ada fasilitas untuk internet pengunjung?
fasilitas,Ada fasiiltas fotokopi dokumen?
fasilitas,umum Layanan apa saja yang ada di perpustakaan?
fasilitas,Ada locker penyimpanan barang rpibadi?
fasilitas,boleh bawa tas? deh
fasilitas,Perpus BIPA seminar ruang ada ga ya?
fasilitas,Gak nemu nih tempat charging HP di perpus bantuin dong.
fasilitas,lib stmik bina patria fiturnya apa aja min?
fasilitas,Dimana saya bisa fotokopi koleksi perpustakaan? dong
fasilitas,umum apa saja yang ada di perpustakaan?
fasilitas,Kalau mau cari tempat baca ada?
fasilitas,Bolehkah menggunakan reading room di sana?
fasilitas,Titip tas di mana? lah
fasilitas,Ada untuk internet fasilitas pengunjung?
fasilitas,"Ada bro, diskusi corner cozy yang di perpus?"
fasilitas,woy thanks tau gw semua benda di perpus
fasilitas,Gue butuh tempat diskusi bareng squad deh
fasilitas,Bantuin atur jadwal ruang multimedia di perpus.
fasilitas,Locker tas tersedia? ya
fasilitas,Search literatur ada ya?
fasilitas,apa ada aja disana?
fasilitas,Ada space quiet zone untuk belajar?
fasilitas,Ada fitur pendukung di perpustakaan?
fasilitas,"Bro, perpus ada mini gak theater sih?"
fasilitas,Perpus BIPA ada ruang seminar ga ya? dong
fasilitas,Gw ingin tahu apa saja fasilitas di perpustakaan.
fasilitas,Kalau mau cari ruang baca ada?
fasilitas,Fasilitas untuk diskusi bareng ada? sih
fasilitas,buat BIPA nyediain headset Perpus pinjam ga?
fasilitas,Apa saja digunakan yang bisa layanan di perpustakaan?
fasilitas,ruang khusus buat video call di perpus.
fasilitas,Mau tau dong fasilitas aja di perpus BIPA.
fasilitas,di Perpus ada alat bantu membaca gak buat yang low vision?
fasilitas,Perpus BIPA nyediain headset buat pinjam ga? cuy
fasilitas,Perpus BIPA nyediain headset buat pinjam ga? dong
fasilitas,Dimana lokasi ruang baca perpustakaan? di
fasilitas,Bagaimana cara akses di perpustakaan?
fasilitas,Perpus ada ga? buat cas laptop colokan
fasilitas,Internet gratis kan? ya
fasilitas,ga? BIPA nyediain komputer buat riset Perpus
fasilitas,Perpus ada dimana toilet sih?
fasilitas,Bisa mengakses hotspot di perpustakaan?
fasilitas,benda kasih tau gw semua woy di perpus
fasilitas,Mau nitip tas dimana ya perpus? di
fasilitas,Di perpus bisa internetan gratis gak? dong
fasilitas,Ada fasilitas internet untuk pengunjung? deh
fasilitas,fasilitas Ada fotokopi dokumen?
fasilitas,Perpus ada wifi ga sih? sih
fasilitas,Buka dong buat fasilitas perpus info mahasiswa asing.
fasilitas,Penelusuran literatur ya? ada
fasilitas,Perpus BIPA ruang seminar ga ya?
fasilitas,Perpus BIPA ada layanan bimbingan browsing ga?
fasilitas,fasilitas saja Apa umum di perpustakaan ini?
fasilitas,Kasih tau gue fasilitas kece di perpus BIPA. lah
fasilitas,Ada gaak mesin fotokopi yang bisa sendiri?
fasilitas,Pengen tau ruang baca dimana nih di perpus. dong
fasilitas,Ada atau sarana apa aja di perpus ini?
fasilitas,Ada ruang quiet zone untuk belajar? deh
fasilitas,Fasilitas apa saja yang tersedia? cuy
fasilitas,Ada area quiet zone untuk belajar?
fasilitas,info kelengkapan perpus deh
fasilitas,baca ada pojok kopi gak? Pengen ngopi sambil Perpus nih.
fasilitas,sebutkan semua fasilitas disini ya
fasilitas,ngapain gw ke perpus ada apaan? lah
fasilitas,Bagaimana cara akses WiFi di perpustakaan? bro
fasilitas,woi apa aja di perpus bipa? bro
fasilitas,fasilitas dong denah Liat perpus.
fasilitas,Bagaimana cara akses Jaringan di perpustakaan?
fasilitas,Kasih gue fasilitas kece di perpus BIPA.
fasilitas,Locker tas tersedia perpustakaan?
fasilitas,Caranya konek ke akses wifi perpus gimana nih?
fasilitas,Ada sih tempat diskusi yang kedap suara di perpus?
fasilitas,woy kasih tau gw semua benda perpus
fasilitas,Locker tas tersedia? deh
fasilitas,Locker tas tersedia? lah
fasilitas,ada colokan buat cas laptop ga?
fasilitas,Bisa dijelasin fasilitas perpus? yang disediakan lengkap
fasilitas,Kasih tau jalan ke ruang audiovisual di BIPA.
fasilitas,Perpus BIPA ada space seminar ga ya?
fasilitas,Ada ruang baca nyaman untuk mahasiswa? sih
fasilitas,Bantuin atur jadwal pake ruang multimedia di perpus. dong
fasilitas,"diskusi bro, Ada corner yang cozy di perpus?"
fasilitas,"permisi slamat siang, ane baru, tolong jelaskan semua sarana di perpustakaan ini, terima kasih"
fasilitas,Boleh makan snack di perpus ya? gak
fasilitas,berikan ana daftar fasility
fasilitas,Perpus sih? toilet dimana ada
fasilitas,Perpus BIPA layanan ada bimbingan penelusuran ga?
fasilitas,sebutkan semua fasilitas disini dong
fasilitas,Fasilitas lengkap apa aja? bro
fasilitas,berikan aq daftar fasility
fasilitas,Dimana q bisa fotokopi koleksi perpustakaan?
fasilitas,info loker min lah
fasilitas,Perpus punya printer ga sih? sih
fasilitas,Gue butuh tempat diskusi bareng squad dong
fasilitas,woy kasih tau gw semua benda di perpus deh
fasilitas,"Gw mau pake komputer perpus, caranya gimana? ya"
fasilitas,Gue butuh tempat diskusi squad bareng
fasilitas,Caranya konek ke internet perpus gimana nih?
fasilitas,Perpustakaan menyediakan fotokopi koleksi? lah
fasilitas,Perpus BIPA nyediain headset buat pinjam ga? sih
fasilitas,Butuh bantu cari skripsi. lah
fasilitas,Ada untuk belajar kelompok di perpustakaan?
fasilitas,Apa saja di umum fasilitas perpustakaan ini?
fasilitas,p gx? wifi ada
fasilitas,Di perpustakaan bisa bantu telusuri jurnal?
fasilitas,Di perpus BIPA boleh bawa minum
fasilitas,di Perpus ada alat abntu baca gak buat yang low vision?
fasilitas,"Gak nemu nih tempat charging HP di dong. BIPA, bantuin perpus"
fasilitas,Perpus punya printer ga sih? ya
fasilitas,"butuh banget tempat sunyi, perpus ada ga?"
fasilitas,Bantuin atur jadwal pake ruangan multimedia di perpus.
fasilitas,Bisa minjem komputer di perpus ga? dong
fasilitas,Bantuin atur timetable pake ruang multimedia di perpus.
fasilitas,Kasih tau gue kece fasilitas di perpus BIPA.
fasilitas,Fasilitas diskusi bareng ada?
fasilitas,p ada wifi gx? lah
fasilitas,Apa saja layanan yang di digunakan bisa perpustakaan?
fasilitas,"Gw mau pake komputer perpus, caranya gimana? lah"
fasilitas,tas nitip Mau dimana ya di perpus?
fasilitas,Mau tau dong sarana apa aja di perpus BIPA.
fasilitas,Ada ruang baca nyaman untuk mahasiswa? dong
fasilitas,"Saya cari mau ruang baca, ada?"
fasilitas,Ruang diskusi booking perpus harus di dulu ya?
fasilitas,Apakah ruang baca umum di perpustakaan?
fasilitas,Perpus ada toilet dimana sih? sih
fasilitas,Bs mengakses wifi di perpustakaan?
fasilitas,Cariin tempat nyaman buat ngerjain tugas di perpus. lah
fasilitas,Ok menggunakan WiFi di perpustakaan?
fasilitas,woy ksaih tau gw semua benda di perpus
fasilitas,"Nyalain AC dong di ruang baca, gerah nih. lah"
fasilitas,Apakah ada ruang baca umum di perpustakaan? bro
fasilitas,Di prpus bisa bantu cari jurnal?
fasilitas,mengakses Bisa wifi di perpustakaan?
fasilitas,Liat dong fasilitas perpus.
fasilitas,saja fasilitas umum di perpustakaan ini?
fasilitas,"Bro, ada space buat diskusi kelompok di perpus? ya"
fasilitas,Perpus ada pojok kopi gak? ngopi Pengen sambil baca nih.
fasilitas,ada wifi ga sih?
fasilitas,untuk ada locker Apakah tas?
fasilitas,ilmiah? ada layanan penelusuran jurnal Apakah
fasilitas,Nyari quiet zone buat fokus belajar dimana ya? ya
fasilitas,info loker min sih
fasilitas,Perpus BIPA nyediain headset ga? pinjam buat
fasilitas,Apakah ada penelusuran layanan jurnal ilmiah?
fasilitas,Bisa menggunakan WiFi di perpustakaan? sih
fasilitas,Mau nitip tas dimana ya di
fasilitas,Dimana lokasi room baca di perpustakaan?
fasilitas,Dimana sy bisa fotokopi koleksi perpustakaan?
fasilitas,"Bro, perpus ada mini theater gak sih? lah"
fasilitas,boleh bawa ga? jaket
fasilitas,ngapain gw ke perpus ada apaan? bro
fasilitas,Fasil lengkap apa aja?
fasilitas,Ada locker penyimpanan barang pribadi? bro
fasilitas,Perpus ada wifi ga sih? deh
fasilitas,Ada fitur sarana apa aja di perpus ini?
fasilitas,di ada ruang baca umum Apakah perpustakaan?
fasilitas,Fasil untuk diskusi bareng ada?
fasilitas,di menggunakan WiFi Bisa perpustakaan?
fasilitas,Mencari jurnal di sini bisa?
fasilitas,tersedia ruang baca pribadi?
fasilitas,Layanan umum saja apa yang ada di perpustakaan?
fasilitas,"permisi met siang, sy baru, tolong jelaskan semua sarana di perpustakaan ini, terima kasih"
fasilitas,Perpus ada toilet dimana sih? dong
fasilitas,Cariin tempat nyaman buat ngerjain tugas di perpus. bro
fasilitas,"Gw mau pake komputer perpus, gimana?"
fasilitas,Bisa dijelasin fasilitas lengakp yang disediakan perpus?
fasilitas,Ada untuk penelusuran skripsi?
fasilitas,Perpus BIPA ada tempat buat nongkrong sambil membaca ga?
fasilitas,Nyari quiet fokus buat zone belajar dimana ya?
fasilitas,barang menitipkan Bisa di perpustakaan?
fasilitas,Pengen tau ruangan baca dimana nih di perpus.
fasilitas,Mau nitip tas dimana ya di perpus? lah
fasilitas,"Butuh tempat buat scan punya? perpus dokumen,"
fasilitas,Perpus gak? standing desk ada Capek duduk terus.
fasilitas,Perpus BIPA punya e-book reader agk sih?
fasilitas,Apakah ada locker buat tas?
fasilitas,Apa saja fasilitas umum di perpustakaan ini? dong
fasilitas,Perpustakaan ada layanan internet grtais?
fasilitas,Ruang baca free kah? dong
fasilitas,Disediakan gak sih ruang khusus buat kelompok belajar? cuy
fasilitas,"punya? tempat buat scan dokumen, perpus Butuh"
fasilitas,info loker min dong
fasilitas,Bantuin atur pake ruang multimedia di perpus.
fasilitas,info baca dimana? deh
fasilitas,Bisa mengakses wifi di perpustakaan? deh
fasilitas,Bisa menggunakan WiFi di perpustakaan? cuy
fasilitas,taruh jaket dmn? deh
fasilitas,Ruang diskusi di perpus harus booking dulu ya? bro
fasilitas,Caranya konek ke wifi perpus gimana nih? ya
fasilitas,Perpuz menyediakan fotokopi koleksi?
fasilitas,Dimana lokasi ruang baca di perpustakaan? ya
fasilitas,Thanks tau gue fasilitas kece di perpus BIPA.
fasilitas,Apakah tersedia room baca pribadi?
fasilitas,Tunjukin multimedia ruang di perpus BIPA.
fasilitas,Bantuin atur jadwal pake ruang multimedia di perpus. lah
fasilitas,Saya ingin tahu saja apa fasilitas di perpustakaan.
fasilitas,Ada facility fotokopi dokumen?
fasilitas,Apakah ada akses inet gratis di perpustakaan?
fasilitas,ruang atur jadwal pake Bantuin multimedia di perpus.
fasilitas,Bisa menggunakan WiFi di perpustakaan? ya
fasilitas,Apakah ada area baca umum di perpustakaan?
fasilitas,Perpus desk standing ada gak? Capek duduk terus.
fasilitas,Mau tau dong facilities apa aja di perpus BIPA.
fasilitas,Apakah ada ruang belajar kelompok? lah
fasilitas,Layanan umum saja yang ada di perpustakaan?
fasilitas,boleh bawa jaket ga? dong
fasilitas,Ada fasilitas internet untuk
fasilitas,boleh bawa tas? dong
fasilitas,info kelengkapan perpus dong
fasilitas,Dimana lokasi perpustakaan? baca di ruang
fasilitas,Locker tas tersedia? dong
fasilitas,Perpus ada standing desk gak? duduk terus.
fasilitas,woy kasih perpus gw semua benda di tau
fasilitas,sini jurnal di Cari bisa?
fasilitas,Letak lokasi ruang baca di perpustakaan?
fasilitas,Perpus BIPA nongkrong tempat buat ada sambil baca ga?
fasilitas,info loker min deh
fasilitas,Ada fasilitas pendukung di perpustakaan? deh
fasilitas,Perpus ada laptop buat cas colokan ga?
fasilitas,Perpus BIPA ada kursi yang gak? Pegel duduk lama nih.
fasilitas,Buka dong info fasil perpus buat mahasiswa asing.
fasilitas,Apakah ada layanan cari jurnal ilmiah?
fasilitas,Ruang diskusi di ya? harus booking dulu perpus
fasilitas,Ada ruang baca nyaman untuk mahasiswa? bro
fasilitas,Titip tas di mana? sih
fasilitas,Cari room khusus buat video call di perpus.
fasilitas,berikan saya list fasility
fasilitas,Ada ruang baca nyaman untuk mahasiswa? cuy
fasilitas,Perpus ada pojok baca gak? Pengen ngopi sambil kopi nih.
fasilitas,"Ada bro, diskusi yang corner cozy di perpus?"
fasilitas,fotokopi Mesin di perpus bisa dipake sendiri ga?
fasilitas,Apakah ada jurnal penelusuran layanan ilmiah?
fasilitas,Kemudahan apa saja yang tersedia?
fasilitas,standing ada Perpus desk gak? Capek duduk terus.
fasilitas,Bisa dijelasin fasilitas yang disediakan perpus?
fasilitas,perpus. ruang khusus buat video call di Cari
fasilitas,fitur atau sarana apa aja di perpus ini?
fasilitas,Apakah ada locker untuk tas? ya
fasilitas,Cariin nyaman buat ngerjain tugas di perpus.
fasilitas,Cari ruangan khusus buat video call di perpus.
fasilitas,Apakah ada baca ruang umum di perpustakaan?
fasilitas,Tunjukin ruang multimedia di BIPA. perpus
fasilitas,perpustakaan stmik bina patria fiturnya apa aja min? bro
fasilitas,Apakah tersedia layanan penelusuran literatur? lah
fasilitas,perpus apa aja di woi bipa?
fasilitas,Dimana saya bisa fotokopi koleksi perpustakaan? sih
fasilitas,Perpus BIPA ada tempat buat nongkrong sambil reading ga?
fasilitas,Disediakan gak sih ruang buat khusus kelompok belajar?
fasilitas,Di perpus BIPA boleh bawa minum ga? dong
fasilitas,Di perpustakaan bantu bisa cari jurnal?
fasilitas,Nyari ya? zone buat fokus belajar dimana quiet
fasilitas,Sy ingin tahu fasilitas umum perpustakaan.
fasilitas,yang apa saja Fasilitas tersedia?
fasilitas,Ane ingin tahu fasilitas umum perpustakaan.
fasilitas,sebutkan semua facilities disini
fasilitas,Apakah tersedia layanan browse literatur?
fasilitas,di saja layanan yang bisa digunakan Apa perpustakaan?
fasilitas,Ada layanan wifi di perpustakaan?
fasilitas,Penelusuran literatur ada ya? lah
fasilitas,Tunjukin di ruang referensi dimana perpus.
fasilitas,Gw ingin tahu fasilitas umum perpustakaan.
fasilitas,ada apa aja disana? deh
fasilitas,Apakah tersedia ruangan baca pribadi?
fasilitas,ada p wifi gx?
fasilitas,Mesin fotokopi di perpus bisa ga? sendiri dipake
fasilitas,lama BIPA ada kursi yang empuk gak? Pegel duduk Perpus nih.
fasilitas,Ada gak tempat sih diskusi yang kedap suara di perpus?
fasilitas,Tersedia dong info fasilitas perpus buat mahasiswa asing.
fasilitas,"di bro, diskusi corner yang cozy Ada perpus?"
fasilitas,Telusur literatur ada ya?
fasilitas,Ada locker penyimpanan barang pribadi? lah
fasilitas,Perpus BIPA punya e-book reader gak sih? bro
fasilitas,"Bro, perpus ada gak theater mini sih?"
fasilitas,Bisa mengakses wifi di perpustakaan? cuy
fasilitas,Ada fitur untuk penelusuran skripsi?
fasilitas,Kasih tau gue fasilitas di perpus BIPA.
fasilitas,Kalau mau cari reading room  ada?
fasilitas,Perpus BIPA nyediain headset buat pinjam ga? bro
fasilitas,Perpus BIPA punya meja khusus teknik? gambar buat
fasilitas,Gue butuh tempat diskusi bareng
fasilitas,Ada ruang kelompok belajar untuk di perpustakaan?
fasilitas,Perpus ada colokan buat ga? laptop cas
fasilitas,baca? ruangan buat Ada
goodbye,adios
goodbye,aku pamit
goodbye,aku pergi
goodbye,Aq tinggal dulu aja ya
goodbye,aww thankyou
goodbye,"Baik, saya akan kembali nanti."
goodbye,besok lagi ya
goodbye,bye
goodbye,bye and forever
goodbye,bye bitch
goodbye,"bye, have a nice day!"
goodbye,"bye, sampai ketemu lagi!"
goodbye,bye-bye kak
goodbye,Bye-bye! Makasih infonya!
goodbye,Daaaa! Makasih banyak ya!
goodbye,dadaaaa
goodbye,dadah
goodbye,dah lah
goodbye,"dah ya, makasih banyak!"
goodbye,goodbye
goodbye,goodbye and forever
goodbye,goodbye my nigga
goodbye,gua pergi dah
goodbye,gw cabut ah
goodbye,hatur nuhun
goodbye,have a good day!
goodbye,im leaving
goodbye,ini sangat membantu
goodbye,"ini tidak berguna, aku pergi, bye terimakasih"
goodbye,kulo pamit
goodbye,kulo pergi
goodbye,later nigger
goodbye,makasih
goodbye,makasih bang
goodbye,makasih banyak ya
goodbye,"Makasih banyak, gua pamit ya!"
goodbye,makasih infonya!
goodbye,makasih kak
goodbye,makasih ya udah bantu
goodbye,"makasih ya, sampai jumpa!"
goodbye,matur suwun
goodbye,off
goodbye,"Ok, saya pergi dulu."
goodbye,"oke bray, gua cabut!"
goodbye,"oke bro, makasih ya!"
goodbye,"oke cukup, terima kasih!"
goodbye,"oke deh, makasih ya!"
goodbye,"oke gua logout dulu, makasih!"
goodbye,"oke gua paham, makasih!"
goodbye,"Oke gua undur diri, makasih ya!"
goodbye,"oke nigga, makasih!"
goodbye,"oke segini dulu, makasih!"
goodbye,oke sip makasih!
goodbye,"oke, gua stop dulu!"
goodbye,"Oke, saya pamit dulu ya."
goodbye,"oke, saya pamit ya"
goodbye,"oke, trims ya!"
goodbye,okedeh gua cabut
goodbye,okee bye!
goodbye,"Otw off, thanks ya!"
goodbye,salam
goodbye,sampai bertemu lagi
goodbye,sampai jumpa kawan
goodbye,sampai jumpa lagi
goodbye,Sampai ketemu di lain waktu.
goodbye,"Saya selesai, dadah!"
goodbye,sayonara!!!
goodbye,"sebentar, saya pergi, terimakasih"
goodbye,see ya!
goodbye,see you
goodbye,see you later
goodbye,"see you later, nigger!"
goodbye,see you soon!
goodbye,sekian dulu
goodbye,sekian untuk hari ini
goodbye,"selamat malam, sampai jumpa"
goodbye,"selamat pagi, selamat tinggal"
goodbye,"selamat siang, saya pergi"
goodbye,"selamat sore, sampai nanti"
goodbye,selamat tinggal
goodbye,"selamat tinggal, sampai jumpa "
goodbye,sudah cukup ya
goodbye,"Sudah cukup, saya keluar dulu."
goodbye,"Sudah tidak ada yang ditanyakan, terima kasih."
goodbye,suwun nggih
goodbye,"suwun, gua pamit"
goodbye,tak pamit ya
goodbye,tak pergi ya
goodbye,tak tinggal ya makasih
goodbye,tak udahan dulu ya
goodbye,tengkyu
goodbye,"Terima kasih atas bantuannya, saya pergi dulu."
goodbye,terima kasih atas infonya!
goodbye,terima kasih banget
goodbye,"Terima kasih, sampai jumpa lagi!"
goodbye,terimakasih
goodbye,"terimakasih atas bantuanya, selamat malam"
goodbye,terimakasih selamat malam
goodbye,terimakasih selamat pagi
goodbye,terimakasih selamat siang
goodbye,terimakasih selamat sore
goodbye,terimakasih sudah membantu saya
goodbye,"terimakasih, gua undur diri!"
goodbye,"terimakasih, sampai jumpa!"
goodbye,thank you
goodbye,thank you so much!
goodbye,thanks
goodbye,thanks aku catet
goodbye,thanks bang
goodbye,thanks bro
goodbye,"Thanks bro, gua off!"
goodbye,thanks nigga
goodbye,tq
goodbye,trims
goodbye,"Udah cukup belajar, makasih bot!"
goodbye,"udah cukup infonya, thanks!"
goodbye,"udah cukup, makasih ya!"
goodbye,"Udah cukup, trims banyak!"
goodbye,"Udah paham, mksh ya! Gue off dulu!"
goodbye,"udah ya, thanks!"
goodbye,udahan ya
goodbye,"Udahan, trims banyak!"
goodbye,wassalamualaikum
goodbye,Wassalamualaikum warahmatullahi wabarakatuh
goodbye,yaudah besok ya
goodbye,"oke gua dulu, logout makasih!"
goodbye,Aq tinggal dulu aja ya lah
goodbye,gw cabut ah min
goodbye,"udah cukup, makasih ya! dong"
goodbye,"Ok, ane pergi dulu."
goodbye,sampai jumpa kawan min
goodbye,"oke nigga, makasih! cuy"
goodbye,"Udah mksh paham, ya! Gue off dulu!"
goodbye,"Otw off, thanks ya! cuy"
goodbye,"oke, trims ya! bro"
goodbye,"selamat siang, saya pergi sih"
goodbye,makasih banyak ya lah
goodbye,"slamat malam, sampai jumpa"
goodbye,"Makasih banyak, gua pamit ya! ya"
goodbye,besok lagi ya sih
goodbye,terimakasih selamat siang bro
goodbye,sampai bertemu lagi dong
goodbye,"Saya selesai, dadah! kak"
goodbye,"bye, smpe ketemu lagi!"
goodbye,"oke ya! makasih deh,"
goodbye,"terima cukup, oke kasih!"
goodbye,"Terima kasih, lagi! jumpa sampai"
goodbye,"terimakasih, undur gua diri!"
goodbye,bye-bye kak!
goodbye,"oke dulu, logout gua makasih!"
goodbye,"oke nigga, makasih! sih"
goodbye,"dah makasih ya, banyak!"
goodbye,udahan ya!
goodbye,sampai jumpa lagi dong
goodbye,sekian untuk ini hari
goodbye,tak pergi ya min
goodbye,"makasih, sampai jumpa lagi!"
goodbye,"sebentar, aq pergi, terimakasih"
goodbye,"Oke gua undur diri, makasih ya! ya"
goodbye,"sebentar, ana pergi, terimakasih"
goodbye,tengkyu!
goodbye,"bye, have a nice day! dong"
goodbye,"makasih ya, sampai jumpa! deh"
goodbye,makasih banyak ya ya
goodbye,besok lagi ya lah
goodbye,aww thankyou!
goodbye,"bye, have day! nice a"
goodbye,"met sore, sampai nanti"
goodbye,"Tyvm kasih, sampai jumpa lagi!"
goodbye,goodbye my hitam
goodbye,"oke, aq pamit ya"
goodbye,terimakasih!
