intent,text
confirm,"boleh, tidak perlu sungkan"
confirm,bolehlah
confirm,Cok betul!
confirm,continue
confirm,correct
confirm,"Dengan senang hati, saya setuju"
confirm,diizinkan
confirm,diperbolehkan
confirm,diterima
confirm,"Done, gas."
confirm,fine
confirm,fix
confirm,Gasss!
confirm,gw kasih izin
confirm,gw setuju
confirm,"hmmm, bolehlah bolehlah"
confirm,ini yang saya butuh
confirm,itu yang saya butuhkan
confirm,"Iy, gaskeun!"
confirm,Iya
confirm,"Iya, itu yang saya maksud"
confirm,"Iya, itu yang saya maksud."
confirm,"Iya, saya setuju dengan itu."
confirm,"Iya, setuju"
confirm,"Iyaa, mantap!"
confirm,izin diberikan
confirm,Jadi kita fix ya
confirm,jelas gw paham
confirm,k
confirm,Konfirmasi saya: ya
confirm,lah oke
confirm,leh ugha
confirm,nggih
confirm,nice one
confirm,"Ohh gt, oke deh."
confirm,ok
confirm,Ok sip.
confirm,oke gan
confirm,oke gas oke gas
confirm,oke juga
confirm,oke nigger
confirm,"oke, langsung aja"
confirm,"Oke, saya ikut"
confirm,"Oke, siap"
confirm,"Oke, siap!"
confirm,okey dokey
confirm,omke
confirm,omke gams omke gams
confirm,positive
confirm,right
confirm,roger that
confirm,sangat tepat
confirm,Saya bersedia dan setuju.
confirm,saya mengizinkan
confirm,Saya menyetujui hal itu sepenuhnya.
confirm,Saya oke dengan keputusan itu.
confirm,saya sangat membutuhkan itu
confirm,saya setuju
confirm,Saya setuju dan tidak ada masalah
confirm,Saya setuju dengan pilihan tersebut.
confirm,saya setujui
confirm,saya tidak keberatan
confirm,si
confirm,Siap jg!
confirm,Silakan lanjutkan saja.
confirm,Sip dah!
confirm,"Sip, lanjutkan!"
confirm,"Sudah pasti, lanjut saja"
confirm,tak izinkan
confirm,temtu samja
confirm,Tentu saja
confirm,"Tentu, saya setuju dengan itu"
confirm,tepat sekali
confirm,"Tepat sekali, itu yang saya cari."
confirm,terserah
confirm,terserah lu dah
confirm,terserah sih wir
confirm,teruskan
confirm,"Tidak masalah, silakan diteruskan."
confirm,Udh oke sih.
confirm,y
confirm,"Y, lanjut wae."
confirm,ya boleh
confirm,ya ya saya setuju
confirm,"Ya, benar. Lakukan saja seperti itu."
confirm,"Ya, itu jawaban saya."
confirm,"Ya, itu sudah sesuai."
confirm,"Ya, lanjutkan saja prosesnya."
confirm,"Ya, saya setuju"
confirm,"Yauda, deal!"
confirm,yaudah
confirm,yaudah iya
confirm,yep
confirm,Yes
confirm,"Yes, iya"
confirm,yeuh
confirm,yoh
confirm,"Yoi, lanjut!"
confirm,"Yup, tepat sekali"
confirm,ywdah sih wir
confirm,"Ywdh, gue ikut."
confirm,oke boleh aku setuju
confirm,yaudah gitu aja 
confirm,boleh sekali ya
confirm,iyaaaaaaaaaaa
confirm,kamu mengerti
confirm,100% setuju!!
confirm,affirmative!
confirm,aksi disetujui!
confirm,alright!
confirm,alright alright alright sih
confirm,alright alright alright cuy
confirm,alright alright alright lah
confirm,alright alright alright tentu
confirm,alright alright alright banget
confirm,alright alright alright!
confirm,alright nigga fine sih
confirm,alright nigga fine kok
confirm,alright niger fine
confirm,alright nigga fine lah
confirm,alright nigger fine
confirm,apa aja boleh dong
confirm,apa aja boleh!
confirm,apa aja boleh kok
confirm,apa aja boleh banget
confirm,apa aja boleh tentu
confirm,apa aja boleh lah
confirm,Approve!
confirm,"Baek, ngerti gw. tentu"
confirm,"Baek, ngerti gw. kok"
confirm,"Baek, ngerti gw. bro"
confirm,"Baek, ngerti gw. banget"
confirm,"Baek, ngerti gw. dong"
confirm,baik nigger
confirm,baik niger
confirm,baik nigga!
confirm,"Baik, saya mengerti banget"
confirm,"Baik, saya mengerti sih"
confirm,"Baik, saya mengerti lah"
confirm,"Baik, saya mengerti min"
confirm,"Baik, saya mengerti tentu"
confirm,"Baik, saya mengerti kok"
confirm,"Baik, saya mengerti dong"
confirm,"Baiklah, silakan lanjutkan banget"
confirm,"Baiklah, silakan lanjutkan!"
confirm,"Baiklah, silakan lanjutkan dong"
confirm,"Baiklah, silakan lanjutkan kok"
confirm,"Baiklah, silakan lanjutkan cuy"
confirm,"Baiklah, silakan lanjutkan bro"
confirm,"Bnr sekali, saya menginginkannya."
confirm,"Benar, saya menginginkannya."
confirm,"Benar sekali, saya menginginkannya. min"
confirm,"bener banget, saya menginginkannya."
confirm,"Emang sekali, saya menginginkannya."
confirm,"Bet, setuju.!"
confirm,"Betul, gw ingin melanjutkan."
confirm,"Itu benar, saya ingin melanjutkan."
confirm,"Betul, saay ingin melanjutkan."
confirm,"Betul, saya ingin melnajutkan."
confirm,"Betul, saya mengkonfirmasi tentu"
confirm,"Betul, saya mengkonfirmasi sih"
confirm,"Betul, saya mengkonfirmasi ya"
confirm,"Betul, saya mengkonfirmasi bro"
confirm,Bnr bgt!!
confirm,boleh!
confirm,boleh juga!
confirm,boleh sih!
confirm,"boleh, tidak perlu sungakn"
confirm,"boleh, nggak perlu sungkan"
confirm,"Semoga, tidak perlu ragu -ragu"
confirm,"boleh, bukan perlu sungkan"
confirm,"boleh, g perlu sungkan"
confirm,"boleh, tidak perlu sungkan deh"
confirm,"boleh, enggak perlu sungkan"
confirm,"boleh, kgk perlu sungkan"
confirm,bolehlah!
confirm,Cok betul!!
confirm,continue!
confirm,correct!
confirm,"Dengan senang hati, setuju"
confirm,"Dengan senang hati, gw setuju"
confirm,"Dengan senang hati, aku setuju"
confirm,"setuju senang hati, saya Dengan"
confirm,"saya senang hati, Dengan setuju"
confirm,"Dengan senang hati, saia setuju"
confirm,"Dengan senang hati, aq setuju"
confirm,"hati, senang Dengan saya setuju"
confirm,"Dengan setuju hati, saya senang"
confirm,diizinkan!
confirm,diperbolehkan!
confirm,diterima!
confirm,"Done, gas.!"
confirm,fine!
confirm,fix!
confirm,Gasss!!
confirm,gw kasih izin dong
confirm,gw kasih izin banget
confirm,gw kasih izin lah
confirm,gw kasih izin tentu
confirm,gw kasih izin sih
confirm,"hmmm, bolehlah bolehlah banget"
confirm,"hmmm, bolehlah bolehlah!"
confirm,"hmmm, bolehlah bolehlah lah"
confirm,"hmmm, bolehlah bolehlah dong"
confirm,"hmmm, bolehlah bolehlah sih"
confirm,"hmmm, bolehlah bolehlah deh"
confirm,"hmmm, bolehlah bolehlah tentu"
confirm,"hmmm, bolehlah bolehlah kok"
confirm,nih yang saya butuh
confirm,iki yang saya butuh
confirm,Inilah yang saya butuhkan
confirm,ini yang gw butuh
confirm,these yang saya butuh
confirm,yang ini saya butuh
confirm,ni yang saya butuh
confirm,itu yang saia butuhkan
confirm,Itulah yang saya butuhkan
confirm,itu yang ana butuhkan
confirm,itu ayng saya butuhkan
confirm,"Iy, gaskeun!!"
confirm,Ya
confirm,"Ya, itulah yang saya maksud"
confirm,"Iya, iut yang saya maksud"
confirm,"saya itu yang Iya, maksud"
confirm,"yIa, itu yang saya maksud"
confirm,"Ya, itulah yang saya maksud."
confirm,"Iya, yang itu saya maksud."
confirm,"Iya, itu yang aq maksud."
confirm,"itu Iya, yang saya maksud."
confirm,"itu. saya setuju dengan Iya,"
confirm,"Iya, saia setuju dengan itu."
confirm,"Iya, ane setuju dengan itu."
confirm,"Iya, saya setuju itu."
confirm,"Iya, sy setuju dengan itu."
confirm,"Iya, w setuju dengan itu."
confirm,"Iya, saya setuju dgn itu."
confirm,"Iya, setuju!"
confirm,"Iyaa, mantap!!"
confirm,izin diberikan!
confirm,Proceed kita fix ya
confirm,Jdi kita fix ya
confirm,fix kita Jadi ya
confirm,Jadi ya fix kita
confirm,Jdiin kita fix ya
confirm,jelas gw paham sih
confirm,jelas gw paham banget
confirm,jelas gw paham tentu
confirm,jelas gw paham kok
confirm,jelas gw paham dong
confirm,Konfirmasi saya: ya banget
confirm,Konfirmasi saya: ya dong
confirm,Konfirmasi saya: ya min
confirm,Konfirmasi gw: ya tentu
confirm,Konfirmasi saya: ya tentu
confirm,Konfirmasi saya: ya kok
confirm,Konfirmasi saya: ya lah
confirm,lah oke!
confirm,nggih!
confirm,nice one!
confirm,"gt, Ohh oke deh."
confirm,"Ohh GT, oke."
confirm,"oke gt, Ohh deh."
confirm,ok!
confirm,Ok sip.!
confirm,oke gan!
confirm,oke gas gas oke
confirm,gas oke oke gas
confirm,gas gas oke oke
confirm,oke juga!
confirm,oke nigger!
confirm,"oke, langsung aja cuy"
confirm,"oke, langsung aja dong"
confirm,"oke, langsung aja sih"
confirm,"oke, langsung aja!"
confirm,"oke, langsung aja kok"
confirm,"oke, langsung aja tentu"
confirm,"Oke, gw ikut"
confirm,"Oke, saya ikut kok"
confirm,"Oke, saya ikut sih"
confirm,"Oke, saya ikut tentu"
confirm,"Oke, saya ikut lah"
confirm,"Oke, saya ikut!"
confirm,"Oke, siap!!"
confirm,okey dokey!
confirm,omke!
confirm,omke gams omke gams dong
confirm,positive!
confirm,right!
confirm,roger that!
confirm,sangat tepat!
confirm,Aq bersedia dan setuju.
confirm,Sy bersedia dan setuju.
confirm,Saya bersedia dan setuju. nigga
confirm,Gw bersedia dan setuju.
confirm,Saya dan bersedia setuju.
confirm,Saia bersedia dan setuju.
confirm,saya mengizinkan!
confirm,menyetujui hal itu sepenuhnya.
confirm,Saya hal itu sepenuhnya.
confirm,Saya menyetujui sepenuhnya. itu hal
confirm,W menyetujui hal itu sepenuhnya.
confirm,Aq menyetujui hal itu sepenuhnya.
confirm,Gw menyetujui hal itu sepenuhnya.
confirm,Saya baik -baik saja dengan keputusan itu.
confirm,oke dengan keputusan itu.
confirm,Saya itu. dengan keputusan oke
confirm,W oke dengan keputusan itu.
confirm,Q oke dengan keputusan itu.
confirm,Saya oke keputusan dengan itu.
confirm,Saya sangat membutuhkannya
confirm,itu sangat membutuhkan saya
confirm,saya itu membutuhkan sangat
confirm,sangat saya membutuhkan itu
confirm,aq sangat membutuhkan itu
confirm,ane sangat membutuhkan itu
confirm,saya setuju!
confirm,Saya setuju dan gak ada masalah
confirm,Sy setuju dan tidak ada masalah
confirm,gw setuju dan tidak ada masalah
confirm,Saya setuju dan tidak ada msaalah
confirm,Saya setuju dan kagak ada masalah
confirm,Saia setuju dan tidak ada masalah
confirm,tidak setuju dan Saya ada masalah
confirm,Saya setuju dan tiada ada masalah
confirm,setuju Saya dan tidak ada masalah
confirm,Saya setuju tersebut. pilihan dengan
confirm,Saya tersebut. dengan pilihan setuju
confirm,Saya setuju dengan pilihan itu.
confirm,Q setuju dengan pilihan tersebut.
confirm,tersebut. setuju dengan pilihan Saya
confirm,Saya setuju dengan tersebut. pilihan
confirm,setuju dengan pilihan tersebut.
confirm,Saya setuju dengan pilihan teresbut.
confirm,saya setujui!
confirm,saya bukan keberatan cuy
confirm,saya tidak keberatan sih
confirm,saya tidak keberatan kok
confirm,saya tak keberatan
confirm,saya bukan keberatan
confirm,saya tidak keberatan!
confirm,saya tidak keberatan banget
confirm,si!
confirm,Siap jg!!
confirm,Silakan lanjutkan saja.!
confirm,Silakan lanjutkan saja. lah
confirm,Silakan lanjutkan saja. deh
confirm,Silakan lanjutkan saja. sih
confirm,Silakan lanjutkan saja. tentu
confirm,Sip dah!!
confirm,"Sip, lanjutkan!!"
confirm,"Sdh pasti, lanjut saja"
confirm,"Udah pasti, lanjut saja"
confirm,"Udh pasti, lanjut saja"
confirm,temtu samja!
confirm,Tentu saja!
confirm,"Tentu, saya setuju itu dengan"
confirm,"Tentu, saya setjuu dengan itu"
confirm,"Tentu saja, saya setuju dengan itu"
confirm,"dengan saya setuju Tentu, itu"
confirm,"Tentu, itu setuju dengan saya"
confirm,"Tentu, ane setuju dengan itu"
confirm,tepat sekali!
confirm,"Tepatnya, itulah yang saya cari."
confirm,"sekali, Tepat itu yang saya cari."
confirm,"Tepat sekali, saya yang itu cari."
confirm,Tepat itu yang saya cari.
confirm,"Tepat sekali, itu yang saya"
confirm,"Tepat sekali, itu yang saia cari."
confirm,"Tepat sekali, itu yang saya acri."
confirm,terserah!
confirm,terserah lu dah banget
confirm,terserah lu dah dong
confirm,terserah lu dah!
confirm,terserah lu dah sih
confirm,terserah sih wir tentu
confirm,terserah sih wir lah
confirm,terserah sih wir kok
confirm,terserah sih wir dong
confirm,terserah sih wir cuy
confirm,terserah sih wir banget
confirm,terserah sih wir sih
confirm,teruskan!
confirm,"Kgk masalah, silakan diteruskan."
confirm,"Tak masalah, silakan diteruskan."
confirm,"gak masalah, silakan diteruskan."
confirm,"Kagak masalah, silakan diteruskan."
confirm,"Ga masalah, silakan diteruskan."
confirm,"Bukan masalah, silakan diteruskan."
confirm,"Tiada masalah, silakan diteruskan."
confirm,Udh oke sih. banget
confirm,Udh oke sih.!
confirm,Udh oke sih. sih
confirm,Udh oke sih. kok
confirm,Udh oke sih. tentu
confirm,Udh oke sih. dong
confirm,y!
confirm,"Y, lanjut wae. ya"
confirm,"Y, lanjut wae. banget"
confirm,"Y, lanjut wae. sih"
confirm,"Y, lanjut wae. dong"
confirm,"Y, lanjut wae. kok"
confirm,"Y, lanjut wae. lah"
confirm,ya boleh!
confirm,yoi ya saya setuju
confirm,yes ya saya setuju
confirm,ya ya saya stju
confirm,oks ya saya setuju
confirm,yups ya saya setuju
confirm,"Ya, seperti Lakukan saja benar. itu."
confirm,"seperti benar. Lakukan saja Ya, itu."
confirm,"Ya, benar. Lakukan seperti itu."
confirm,"Ya, benra. Lakukan saja seperti itu."
confirm,"Ya, benar. Lakukan saja itu."
confirm,"Ya, itu jawaban saya. cuy"
confirm,"saya. itu jawaban Ya,"
confirm,"Ya, jawaban itu saya."
confirm,"Ya, itu jawbaan saya."
confirm,"Ya, itu jawaban gw."
confirm,"Ya, itu tepat."
confirm,"Ya, itu udh sesuai."
confirm,"Ya, sudah itu sesuai."
confirm,"Ya, itu udah sesuai."
confirm,"lanjutkan Ya, saja prosesnya."
confirm,"saja lanjutkan Ya, prosesnya."
confirm,"Ya, saya setuju tentu"
confirm,"Ya, saya setuju kok"
confirm,"Ya, saya setuju banget"
confirm,"Ya, saya setuju bro"
confirm,"Ya, saya stju"
confirm,"Ya, saya setuju!"
confirm,"Ya, saya setuju sih"
confirm,"Ya, saya setuju lah"
confirm,"Ya, saya setuju dong"
confirm,"Yauda, deal!!"
confirm,yaudah!
confirm,yaudah yoi
confirm,yaudah ok
confirm,yaudah ya
confirm,yaudah yup
confirm,Yes!
confirm,"Yes, ya"
confirm,"Yes, yup"
confirm,"Yes, yoi"
confirm,"Yes, iya!"
confirm,"Yes, bener"
confirm,"Yes, yo"
confirm,yeuh!
confirm,yoh!
confirm,"Yup, tepat sekali tentu"
confirm,"Yup, tepat sekali banget"
confirm,"Yup, tepat sekali!"
confirm,"Yup, tepat sekali sih"
confirm,"Yup, tepat sekali dong"
confirm,ywdah sih wir bro
confirm,ywdah sih wir banget
confirm,ywdah sih wir dong
confirm,ywdah sih wir nigga
confirm,ywdah sih wir tentu
confirm,"Ywdh, gue ikut. sih"
confirm,"Ywdh, gue ikut. lah"
confirm,"Ywdh, gue ikut.!"
confirm,"Ywdh, gue ikut. banget"
confirm,"Ywdh, gue ikut. kok"
confirm,oke saya bisa setuju
confirm,oke boleh aku stju
confirm,oke boleh aku acc
confirm,yaudah gitu aja
confirm,yaudah gitu aja dong
confirm,yaudah gitu aja !
confirm,yaudah gitu aja  banget
confirm,yaudah gitu aja lah
confirm,yaudah gitu aja  min
confirm,yaudah gitu aja  sih
confirm,boleh sekali ya kok
confirm,boleh sekali ya dong
confirm,boleh sekali ya sih
confirm,boleh sekali ya ya
confirm,boleh sekali ya!
confirm,boleh sekali ya lah
confirm,iyaaaaaaaaaaa!
confirm,alright alright ...
confirm,Apa pun boleh ...
confirm,Diapprove
confirm,"Oh, baek, mengerti maksudku."
confirm,"Baik, nicka"
confirm,"Baiklah, kungerti."
confirm,"Baiklah, saya mengerti itu."
confirm,"Baiklah, saya mengerti."
confirm,Baiklah. Silahkan lanjutkan.
confirm,"Benar sekali, aku ingin itu."
confirm,"Benar sekali, saya meminta itu."
confirm,"Oh ya, aku harus melanjutkannya."
confirm,BENAR bgt!
confirm,"Yang boleh, tidak perlu ragu-ragu "
confirm,Mungkin tidak perlu sungkan 
confirm,gass!
confirm,Gaseesss!
confirm,"hmm, bolehlah boleh aja "
confirm,"hmm, boleh juga "
confirm,: itu yang aku butuhkan.
confirm,Ini yang saya butuhkan ...
confirm,Ini yang saya cari ...
confirm,Itu yang saya butuhkan 
confirm,Itu yang saya butuhkan ...
confirm,Itu yang saya maksud 
confirm,"Ya, itu yang saya maksud "
confirm,": Iya, itu yang saya maksud."
confirm,"Oh, ya, itu yang aku butuhkan."
confirm,"Oh, ya, itu yang saya maksud."
confirm,Izin diberikan 
confirm,"Jadi kita ganti, ya "
confirm,"Konfirmasi Saya: ""ya"""
confirm,loh oke
confirm,leh uma 
confirm,"Ohh gt, pokoknya oke."
confirm,Ohh gt. Berhenti.
confirm,"Oke, gan "
confirm,"Oke, Gan "
confirm,"Oke gas, oke gas "
confirm,"Oke gass, Oke gass "
confirm,Baiklah Niegger
confirm,"Baiklah, langsung saja ..."
confirm,"ok, langsung, uh "
confirm,"Oke, saya ikut."
confirm,"Oke, dokey."
confirm,omke:
confirm,omke gammo de la miner
confirm,Omke gambs stonemaster
confirm,positif 
confirm,Aku harus bersedia dan setuju.
confirm,Saya siap dan saya setuju.
confirm,Anda setuju dengan itu sepenuhnya.
confirm,Saya telah menyetujui itu sepenuhnya.
confirm,Saya menerima sepenuhnya ini.
confirm,Aku baik dengan keputusan itu.
confirm,Saya layak dengan pilihan itu.
confirm,Aku baik tentang keputusan itu.
confirm,Aku sangat membutuhkannya 
confirm,Saya benar-benar membutuhkan ini 
confirm,"Saya setuju, saya tidak punya masalah ..."
confirm,Saya setuju dan tidak ada masalah dengan itu 
confirm,"Saya setuju, tidak masalah "
confirm,Saya mendukung pilihan ini.
confirm,Saya setuju dengan pilihan ini.
confirm,Saya setuju dengan alternatif tersebut.
confirm,Saya tidak keberatan :
confirm,Itu fakta yang saya cari.
confirm,terserah 
confirm,terserah kamu aja.
confirm,"Tidak masalah, silakan teruskan."
confirm,": Tidak masalah, ya, tolong."
confirm,y.
confirm,"Y, lanjutkan wae."
confirm,"Y, lanjutwa."
confirm,Ya ya ya .
confirm,"Ya, benar, Anda hanya harus melakukan itu."
confirm,"Ya, benar. Lakukan saja seperti kita semua."
confirm,"Oh, ya, benar. Lakukan saja."
confirm,"Ya, itu jawaban untuk saya."
confirm,"Oh, ya, itu jawaban saya."
confirm,"Ya, yang sangat sesuai."
confirm,"Ya, itu akan sesuai."
confirm,"Ya, langkahkan saja."
confirm,"Ya, saya melakukannya "
confirm,yaudah kan?
confirm,"Yeah, ya "
confirm,Yeuh.
confirm,yoo
confirm,"Siap, tepat sekali "
confirm,ywdaah wir-wir ...
confirm,yhda hal wir.
confirm,"Yah, aku diikuti."
confirm,"Oh, yah, gue ikut."
confirm,"Oke, bolehkah aku setuju denganmu?"
confirm,Oke boleh aku setuju ...
confirm,"Yaudah, tolong saja ..."
confirm,"Boleh sekali, tapi kurasa "
confirm,Iyaaaaaaa.
denied,aku tidak membutuhkanya
denied,aku tidak peduli
denied,aku tolak
denied,"apaan dah, jangan"
denied,apasih ga butuh
denied,Batal
denied,Batal saja permintaannya.
denied,berhenti
denied,berhenti disana
denied,biar apa kocak
denied,buang itu
denied,buat apa? Gausah
denied,bukan begitu
denied,bukan hal yang saya inginkan
denied,bukan ide yang bagus
denied,bukan ini yang saya harapkan
denied,Bukan itu yang saya cari.
denied,bukan itu yang saya minta
denied,bukan pilihan saya
denied,"Bukan, tolong batalkan"
denied,cancel itu
denied,cukup
denied,cukup disini
denied,cukup saya menghentikaanya
denied,"dah gitu aja, ga perlu"
denied,ditolak
denied,don’t do it
denied,engga ah
denied,enggak bang
denied,fix no
denied,g
denied,ga gitu coek
denied,ga goblok
denied,ga mau
denied,gaboleh
denied,gabolehlah
denied,gak
denied,gamau
denied,gw ga tertarik
denied,gx
denied,hell nah bruh
denied,hell nah nigga
denied,hentikan itu
denied,"hmm, jangan dulu sih"
denied,Itu bukan yang saya maksud.
denied,JANGAAAAAAAAAAN
denied,jangan
denied,jangan buang waktu
denied,jangan dilanjutkan
denied,jangan lah kocak
denied,jangan sekarang
denied,kagak
denied,kamu tidak perlu melakukanya
denied,kurang yakin gw
denied,lagi ga butuh
denied,lain kali aja
denied,maaf tidak sekarang
denied,"Maaf, itu tidak saya butuhkan"
denied,"Maaf, saya ingin membatalkan."
denied,"Maaf, saya membatalkan permintaan saya."
denied,meh
denied,mungkin enggak usah untuk kali ini ya? Lanjutkan yang lain
denied,mungkin lain kali
denied,mungkin tidak perlu
denied,n
denied,nanti saja
denied,negative
denied,ngapain?
denied,ngga
denied,"ngga, ga setuju"
denied,nguwawor
denied,nigga stop
denied,no
denied,no no no no
denied,NOOOOOOOOOOOOOOOOOOOOOO
denied,nope
denied,not approved
denied,not for now
denied,ogah
denied,pass
denied,rasah
denied,salah goblok
denied,salah kocak
denied,saya ga butuh ini
denied,Saya harus menolak
denied,Saya menarik kembali permintaan itu.
denied,saya ragu
denied,Saya rasa itu bukan yang saya cari
denied,saya rasa tidak untuk sekarang
denied,saya sudah cukup
denied,Saya tidak ingin melanjutkan.
denied,saya tidak ingin repot-repot
denied,saya tidak mau
denied,saya tidak melihat alasan untuk melakukan ini
denied,Saya tidak menyetujui.
denied,saya tidak menyukainya
denied,saya tidak perlu sekarang
denied,saya tidak setuju
denied,Saya tidak setuju dengan hal itu.
denied,saya tidak tertarik
denied,Sayangnya tidak bisa
denied,Sepertinya tidak
denied,skip 
denied,skip aja sih wir
denied,stop
denied,tidak
denied,tidak boleh
denied,tidak diperbolehkan
denied,"Tidak jadi, saya ubah pikiran."
denied,tidak perlu
denied,tidak perlu dilanjutkan
denied,tidak perlu repot
denied,Tidak sesuai harapan saya
denied,"Tidak sesuai, tolong batalkan."
denied,Tidak untuk saat ini
denied,"Tidak usah, saya ganti pikiran."
denied,"Tidak, saya tidak ingin itu."
denied,tolol lu
denied,Tolong jangan diproses.
denied,udahan bro
denied,unnecessary
denied,untuk saat ini tidak perlu
denied,untuk sementara saya tidak memerlukan itu
denied,wadoooh ngawur
denied,you dumb ass nigga
denied,Aku tidak akan.
denied,"ngga, ga setuju sih"
denied,saya itu yang bukan minta
denied,saya enggak setuju
denied,not for now!
denied,lagi ga butuh!
denied,aku tidak membutuhkanya lah
denied,bukan pilihan saya min
denied,Bukan itu yang saya maksud.
denied,"ngga, ga setuju deh"
denied,buat apa? Gausah deh
denied,Saya harus menolak lah
denied,Tolong jangan diproses. kok
denied,hentikan itu!
denied,not for now lah
denied,mungkin tidak perlu kok
denied,Cukup.
denied,sekarang rasa tidak untuk saya
denied,not approved!
denied,saya bukan mau
denied,Tolong jgn diproses. kok
denied,maaf tidak sekarang kok
denied,Untuk sekali saja 
denied,"apaan dah, jgn"
denied,mungkin lain kali ah
denied,meh!
denied,Saya harus menolak ah
denied,Sy rasa itu bukan yang saya cari
denied,Ane menarik kembali permintaan itu.
denied,Tidak saya ganti pikiran.
denied,kurang yakin gw!
denied,"Maaf, itu tidak butuhkan saya"
denied,Tidak untuk saat ini ...
denied,"Maaf, saya ingin Anda membatalkan."
denied,nigger stop
denied,skip
denied,fix no!
denied,aku tidak membutuhkanya sih
denied,mungkin tak perlu
denied,Hentikan itu 
denied,Kagak untuk saat ini
denied,gk mw
denied,hell nah nigga deh
denied,berhenti disana!
denied,gak!
denied,jangan buang waktu lah
denied,buat apa? Gausah lah
denied,Saya harus menolak ya
denied,Mungkin tidak perlu .
denied,"Bukan, tolong batalkan sih"
denied,Tidak sesuai dengan harapan saya
denied,saya gak mau deh
denied,mungkin nggak perlu!
denied,saya tidak setuju lah
denied,Saya tidak setuju dengan itu.
denied,saya tidak suka itu 
denied,jangan sekarang!
denied,stop 
denied,Jangan buang waktumu 
denied,Untuk sementara saya tidak membutuhkan ini .
denied,Sayangnya tidak bisa!
denied,apasih ga butuh lah
denied,lagi ga butuh lah
denied,cukup saya menghentikaanya kok
denied,tidak boleh!
denied,pass!
denied,saya gak menyukainya
denied,saya kagak ingin repot-repot
denied,Untuk sementara saya tidak perlu 
denied,aq tidak ingin repot-repot
denied,saya tidak setuju kok
denied,"apaan dah, jangan!"
denied,tidak perlu repot!
denied,saya kagak perlu sekarang
denied,Saya tak ingin melanjutkan.
denied,mungkin tidak perlu!
denied,Saya setuju dengan hal itu.
denied,Saya harus menolak sih
denied,saya sudah cukup sih
denied,hell nah bruh deh
denied,"Maaf, itu tiada saya butuhkan"
denied,JANGAAAAAAAAAAN!
denied,lain kali aja lah
denied,nigga stop!
denied,gw tidak tertarik
denied,n-
denied,Batal saja permintaannya. ah
denied,bukan pilihan saya lah
denied,permintaan menarik kembali Saya itu.
denied,cukup saya menutupnya
denied,hell nah bruh lah
denied,jangan lah kocak ah
denied,w rasa tidak untuk sekarang
denied,"permintaan saya membatalkan Maaf, saya."
denied,saya rasa tidak untuk sekarang dong
denied,hmm awas dulu...
denied,Saya harus menolak kok
denied,"ngga, ga setuju kok"
denied,Bukan ide yang luar biasa 
denied,cukup saya menghentikaanya lah
denied,Harus menolak 
denied,bukan pilihan saya!
denied,ngana tidak perlu melakukanya
denied,jgn sekarang
denied,wadoooh ngawur!
denied,saya hal yang bukan inginkan
denied,Tidak ada ide yang bagus.
denied,: saya tidak ingin 
denied,yang hal bukan saya inginkan
denied,: Saya menarik kembali permintaan tersebut.
denied,lain kali aja kok
denied,Negatif?
denied,"saya. saya membatalkan permintaan Maaf,"
denied,jangan buang waktu deh
denied,Tidak sesuai harapan saya cuy
denied,maaf tak sekarang
denied,Saya menarik kembali permintaan ini.
denied,cukup saya menghentikaanya ah
denied,Tidak perlu stres (?)
denied,hell nah hitam
denied,saya tidak menyukainya deh
denied,"Oh, kurasa tidak begitu yang saya cari "
denied,hellah bruh
denied,cukup gw menghentikaanya
denied,Tidak untuk ini saat
denied,hell nah bruh kok
denied,Tolong jangan diproses.!
denied,Yang terakhir batalkan permintaannya.
denied,ana tidak perlu sekarang
denied,Saya harus menolak bro
denied,gx!
denied,saya tidak setuju deh
denied,menarik kembali permintaan itu.
denied,Tolong jangan diproses. lah
denied,saya enggak ingin repot-repot
denied,Anda tidak perlu melakukannya
denied,kurang yakin gw ah
denied,"Tidak jadi, saya ubah pikrian."
denied,Untuk sementara saya tidak membutuhkannya
denied,enggak bang!
denied,dont do it now
denied,"Kaga sesuai, tolong batalkan."
denied,lo tidak perlu melakukanya
denied,Tidak sesuai harapan gw
denied,Bukan hal yang saya inginkan.
denied,w ga butuh ini
denied,tiada
denied,saya tidak setuju sih
denied,biar apa kocak lah
denied,Saya rasa itu bukan saya cari
denied,hell nah nigga lah
denied,saya rasa tidak untuk eskarang
denied,bukan ini yang saay harapkan
denied,jangan lah kocak lah
denied,"Repetisi, tolong batalkan."
denied,aq tidak perlu sekarang
denied,bukan nih yang saya harapkan
denied,salah goblok!
denied,mungkin tak perlu deh
denied,niger stop
denied,"gitu dah aja, ga perlu"
denied,"Hmm, jangan dulu ..."
denied,Saya tidak ingin repot
denied,"Tidak sesuai, Harap Batalkan."
denied,Ana menarik kembali permintaan itu.
denied,saya bukan setuju
denied,gw tidak ingin melanjutkan.
denied,"Tidak, gw tidak ingin itu."
denied,ga mau!
denied,buat apa? Gausah kok
denied,tak perlu
denied,Meh:
denied,bukan apa yang saya inginkan
denied,tidak perlu dilanjutkan kok
denied,Bukan itu yang saia cari.
denied,kurang yakin gw nigga
denied,Saya tidak akan melanjutkan.
denied,Sayangnya tak bisa
denied,ga gitu coek lah
denied,saya bukan tertarik
denied,saya tiada mau sih
denied,jangan buang waktu sih
denied,bukan hal inginkan saya yang
denied,saya tidak tertarik deh
